entry,run,subrun,event,label,prediction,probability,kaon_ke,proton_ke,muon_ke
8139,1,62,6109,1,1,0.999534,-1,1.00571,0.179466
8140,1,4,329,1,1,0.998154,-1,1.125,0.323939
8141,1,34,3345,1,1,0.994305,-1,1.02697,0.345459
8142,1,67,6689,0,0,1,0.571682,-1,-1
8143,1,77,7606,1,1,1,-1,1.09621,0.248968
8144,1,41,4091,0,0,0.999982,0.572986,-1,-1
8145,1,30,2945,0,0,0.775843,0.63948,-1,-1
8146,1,16,1588,1,1,0.995998,-1,1.03022,0.300983
8147,1,4,359,1,1,0.999949,-1,1.05543,0.189866
8148,1,32,3162,1,1,0.999735,-1,1.00112,0.175867
8149,1,57,5660,1,1,0.994998,-1,0.991944,0.309439
8150,1,80,7970,1,1,0.993167,-1,1.09002,0.177171
8151,1,86,8522,1,1,0.999741,-1,1.03241,0.276148
8152,1,35,3458,0,0,0.999971,0.555146,-1,-1
8153,1,26,2520,0,0,1,0.615351,-1,-1
8154,1,52,5151,0,0,0.999998,0.555871,-1,-1
8155,1,80,7992,1,1,1,-1,1.07539,0.208814
8156,1,97,9620,0,0,1,0.614777,-1,-1
8157,1,42,4182,0,0,1,0.621362,-1,-1
8158,1,13,1229,0,0,1,0.512508,-1,-1
8159,1,18,1772,1,0,0.633145,-1,1.09307,0.193712
8160,1,15,1453,1,1,0.999842,-1,1.10943,0.217514
8161,1,51,5075,1,1,0.999854,-1,1.07497,0.227969
8162,1,57,5617,0,0,0.982987,0.632313,-1,-1
8163,1,58,5721,1,1,0.999975,-1,1.11542,0.308643
8164,1,54,5382,0,0,0.998898,0.583016,-1,-1
8165,1,9,877,1,0,0.7962,-1,0.991185,0.220716
8166,1,33,3234,1,1,0.990541,-1,1.00179,0.277062
8167,1,14,1303,0,0,0.999672,0.608815,-1,-1
8168,1,12,1191,0,0,0.989641,0.583127,-1,-1
8169,1,11,1093,1,1,0.924776,-1,1.01671,0.325099
8170,1,50,4991,1,1,0.997563,-1,1.09266,0.345986
8171,1,24,2305,1,1,1,-1,1.10831,0.257396
8172,1,72,7106,1,1,0.999865,-1,1.00519,0.311845
8173,1,79,7888,0,0,1,0.588415,-1,-1
8174,1,58,5762,1,1,0.999927,-1,1.0014,0.220598
8175,1,52,5113,0,0,1,0.525379,-1,-1
8176,1,2,185,0,0,0.999993,0.569455,-1,-1
8177,1,62,6105,1,1,0.999793,-1,1.10276,0.172471
8178,1,22,2152,1,1,0.995395,-1,0.98933,0.220129
8179,1,41,4070,0,0,1,0.602077,-1,-1
8180,1,75,7430,0,0,0.999993,0.61887,-1,-1
8181,1,62,6132,1,1,0.999987,-1,1.12049,0.213477
8182,1,33,3259,1,1,1,-1,1.05833,0.287
8183,1,22,2176,1,1,0.999796,-1,0.999431,0.323886
8184,1,50,4956,0,0,1,0.509247,-1,-1
8185,1,1,62,1,1,0.991722,-1,1.07648,0.305699
8186,1,10,913,1,1,1,-1,1.08588,0.251884
8187,1,3,273,1,1,0.962818,-1,1.0395,0.3479
8188,1,39,3876,0,0,0.999992,0.588098,-1,-1
8189,1,5,479,0,0,1,0.543009,-1,-1
8190,1,48,4707,0,0,1,0.533303,-1,-1
8191,1,98,9745,0,0,0.981891,0.617797,-1,-1
8192,1,2,111,0,0,0.999968,0.544437,-1,-1
8193,1,3,276,1,1,1,-1,1.12509,0.286465
8194,1,38,3736,0,0,1,0.523043,-1,-1
8195,1,43,4227,0,0,0.999966,0.576929,-1,-1
8196,1,12,1104,0,0,1,0.564306,-1,-1
8197,1,67,6693,0,0,1,0.53506,-1,-1
8198,1,14,1382,1,1,0.999999,-1,1.08293,0.188534
8199,1,95,9441,1,1,1,-1,1.13674,0.296617
8200,1,51,5022,0,0,1,0.556541,-1,-1
8201,1,27,2637,0,0,1,0.555216,-1,-1
8202,1,83,8226,0,0,0.999854,0.521889,-1,-1
8203,1,54,5382,1,1,0.997638,-1,1.05208,0.289181
8204,1,43,4276,0,0,1,0.525674,-1,-1
8205,1,98,9795,0,0,1,0.559317,-1,-1
8206,1,41,4016,1,1,0.969004,-1,1.0462,0.244566
8207,1,6,593,1,1,0.999795,-1,1.05264,0.302189
8208,1,35,3425,0,0,1,0.609418,-1,-1
8209,1,10,957,0,0,1,0.62891,-1,-1
8210,1,94,9382,1,1,1,-1,1.13209,0.21035
8211,1,4,375,1,1,0.998531,-1,1.12524,0.170904
8212,1,52,5165,0,0,1,0.583256,-1,-1
8213,1,2,162,0,0,0.999967,0.598491,-1,-1
8214,1,34,3343,1,1,0.999995,-1,1.08432,0.340224
8215,1,78,7767,1,1,1,-1,1.07833,0.186807
8216,1,98,9728,0,0,1,0.529479,-1,-1
8217,1,55,5406,0,0,1,0.581344,-1,-1
8218,1,76,7593,0,0,0.999792,0.557568,-1,-1
8219,1,40,3911,0,0,1,0.541415,-1,-1
8220,1,4,305,0,0,1,0.612169,-1,-1
8221,1,18,1793,1,1,0.999918,-1,1.0915,0.323822
8222,1,51,5059,1,1,0.999995,-1,1.02404,0.348129
8223,1,29,2801,1,1,0.999995,-1,1.10654,0.26768
8224,1,65,6455,1,1,0.999381,-1,1.09244,0.182726
8225,1,77,7700,0,0,1,0.639381,-1,-1
8226,1,27,2663,0,0,1,0.517307,-1,-1
8227,1,59,5874,1,1,0.999912,-1,1.05725,0.228001
8228,1,73,7221,1,1,1,-1,1.0698,0.246916
8229,1,2,190,1,1,0.988467,-1,1.016,0.173551
8230,1,31,3089,0,0,0.999897,0.544558,-1,-1
8231,1,81,8077,1,1,0.999815,-1,1.00558,0.296267
8232,1,26,2536,0,0,1,0.511116,-1,-1
8233,1,46,4545,0,0,1,0.601524,-1,-1
8234,1,99,9881,0,0,1,0.519514,-1,-1
8235,1,11,1018,1,1,0.999815,-1,1.06733,0.169398
8236,1,86,8526,1,1,0.998424,-1,1.01164,0.322157
8237,1,88,8749,0,0,1,0.636956,-1,-1
8238,1,78,7744,0,0,0.999822,0.516071,-1,-1
8239,1,53,5261,0,0,1,0.549457,-1,-1
8240,1,77,7689,0,0,0.998312,0.631732,-1,-1
8241,1,16,1560,0,0,1,0.574821,-1,-1
8242,1,28,2764,1,1,0.995822,-1,1.11801,0.245183
8243,1,28,2756,0,0,1,0.602853,-1,-1
8244,1,87,8653,1,1,0.983234,-1,1.12497,0.188914
8245,1,74,7332,0,0,1,0.601772,-1,-1
8246,1,43,4215,1,1,0.999533,-1,1.04156,0.344702
8247,1,57,5656,1,1,1,-1,1.05909,0.337599
8248,1,93,9250,1,1,0.996477,-1,1.13787,0.308936
8249,1,98,9727,1,1,0.999739,-1,1.07676,0.299909
8250,1,35,3480,1,1,0.999672,-1,1.10003,0.214327
8251,1,73,7254,1,1,0.999752,-1,1.0494,0.223352
8252,1,69,6818,0,0,1,0.548233,-1,-1
8253,1,72,7162,0,0,0.5,0.630165,-1,-1
8254,1,80,7934,1,1,0.999975,-1,1.11079,0.305039
8255,1,10,919,0,0,1,0.521661,-1,-1
8256,1,25,2488,1,1,0.999877,-1,1.05533,0.30007
8257,1,11,1057,1,1,0.999974,-1,1.09477,0.218579
8258,1,84,8375,1,1,0.999984,-1,1.08661,0.307746
8259,1,65,6484,1,1,0.99999,-1,1.13322,0.186753
8260,1,81,8094,0,0,1,0.628622,-1,-1
8261,1,95,9410,1,1,0.999892,-1,1.00161,0.185304
8262,1,38,3712,1,1,0.999994,-1,1.10497,0.318794
8263,1,71,7057,1,1,1,-1,1.1202,0.352595
8264,1,69,6843,1,1,1,-1,1.08242,0.297994
8265,1,4,339,1,1,0.999995,-1,1.09756,0.220083
8266,1,94,9309,1,1,1,-1,1.11439,0.328162
8267,1,70,6932,0,0,0.998419,0.566132,-1,-1
8268,1,82,8129,0,0,1,0.574466,-1,-1
8269,1,55,5494,1,1,0.999335,-1,1.00185,0.295446
8270,1,1,13,1,1,0.99999,-1,1.07927,0.193483
8271,1,82,8191,0,0,1,0.614609,-1,-1
8272,1,80,7948,0,1,0.849547,0.631752,-1,-1
8273,1,94,9365,0,0,0.999992,0.511662,-1,-1
8274,1,29,2876,0,0,1,0.523476,-1,-1
8275,1,57,5641,1,1,0.999492,-1,1.01553,0.319662
8276,1,76,7592,0,0,1,0.519886,-1,-1
8277,1,100,9980,0,0,0.994207,0.581081,-1,-1
8278,1,10,996,1,1,0.989096,-1,1.04889,0.211007
8279,1,32,3134,1,1,1,-1,1.00812,0.342632
8280,1,83,8251,1,1,0.99985,-1,1.11435,0.345452
8281,1,32,3119,1,1,0.967725,-1,1.02137,0.338708
8282,1,79,7811,1,1,0.998042,-1,0.997118,0.297623
8283,1,27,2661,1,1,0.952393,-1,1.01205,0.24886
8284,1,91,9029,0,0,1,0.577069,-1,-1
8285,1,43,4231,1,1,0.999258,-1,1.02072,0.307369
8286,1,7,649,0,0,0.999964,0.633241,-1,-1
8287,1,46,4598,1,1,0.999338,-1,0.994632,0.208627
8288,1,68,6741,1,1,0.997846,-1,0.991329,0.249436
8289,1,68,6746,1,1,0.999975,-1,1.01256,0.338763
8290,1,14,1363,1,1,0.999998,-1,1.06342,0.292647
8291,1,64,6330,1,0,0.719953,-1,0.999739,0.253613
8292,1,41,4022,1,1,0.994595,-1,1.03731,0.181702
8293,1,39,3873,0,0,0.999998,0.63968,-1,-1
8294,1,86,8543,1,1,0.993087,-1,0.999323,0.255672
8295,1,16,1504,1,1,0.999882,-1,1.0646,0.210322
8296,1,63,6270,0,0,0.999809,0.615436,-1,-1
8297,1,59,5859,1,1,0.999568,-1,1.03672,0.162559
8298,1,65,6452,0,0,0.999031,0.572872,-1,-1
8299,1,85,8422,0,0,1,0.565976,-1,-1
8300,1,84,8376,0,0,1,0.579207,-1,-1
8301,1,78,7748,0,0,1,0.51844,-1,-1
8302,1,2,101,0,0,1,0.509625,-1,-1
8303,1,45,4414,1,1,0.999662,-1,1.06276,0.188352
8304,1,87,8620,1,1,0.998727,-1,1.01316,0.328215
8305,1,65,6430,1,1,0.963116,-1,1.10527,0.163485
8306,1,89,8819,0,0,1,0.637098,-1,-1
8307,1,56,5594,1,1,1,-1,1.09743,0.187891
8308,1,72,7101,0,0,0.999996,0.506806,-1,-1
8309,1,4,313,1,1,0.935155,-1,1.02294,0.204725
8310,1,26,2569,1,1,0.980364,-1,0.996827,0.235845
8311,1,52,5136,0,0,0.999717,0.614871,-1,-1
8312,1,87,8697,1,1,0.999235,-1,1.08198,0.25065
8313,1,52,5136,1,1,0.999917,-1,1.00751,0.187194
8314,1,98,9746,0,0,1,0.551363,-1,-1
8315,1,70,6942,0,0,0.999935,0.589078,-1,-1
8316,1,23,2263,1,1,0.999829,-1,1.0398,0.305928
8317,1,32,3180,1,1,1,-1,1.10769,0.337402
8318,1,88,8764,1,1,1,-1,1.0639,0.276738
8319,1,81,8007,1,1,0.999999,-1,1.0791,0.27157
8320,1,27,2635,1,1,0.749996,-1,0.991738,0.279691
8321,1,82,8102,0,0,0.993643,0.50625,-1,-1
8322,1,49,4813,0,0,0.999928,0.565032,-1,-1
8323,1,38,3771,1,1,1,-1,1.12957,0.157059
8324,1,21,2099,1,1,0.999748,-1,1.04291,0.294792
8325,1,76,7562,1,1,0.999872,-1,1.02066,0.293144
8326,1,50,4979,0,0,0.999992,0.543803,-1,-1
8327,1,40,3972,0,0,1,0.522508,-1,-1
8328,1,9,887,0,0,1,0.634752,-1,-1
8329,1,38,3778,1,1,0.998618,-1,1.03141,0.221935
8330,1,65,6462,1,1,0.999957,-1,1.12242,0.328316
8331,1,78,7709,1,1,0.976972,-1,1.00437,0.301566
8332,1,37,3688,0,0,0.975683,0.570756,-1,-1
8333,1,49,4875,0,0,1,0.565671,-1,-1
8334,1,32,3181,1,1,0.999946,-1,1.03166,0.163904
8335,1,60,5904,0,0,1,0.516348,-1,-1
8336,1,9,816,0,0,0.99998,0.63217,-1,-1
8337,1,62,6142,1,1,0.52787,-1,1.00721,0.301444
8338,1,63,6229,0,0,0.999979,0.516107,-1,-1
8339,1,62,6186,1,1,0.99762,-1,1.04516,0.325733
8340,1,15,1430,1,1,0.999998,-1,1.02972,0.323586
8341,1,42,4115,1,1,0.999998,-1,1.12015,0.302767
8342,1,11,1049,1,1,0.989839,-1,0.990455,0.18005
8343,1,84,8364,1,1,0.999992,-1,1.10048,0.277766
8344,1,45,4489,0,0,0.993978,0.633488,-1,-1
8345,1,22,2183,1,1,1,-1,1.12252,0.203406
8346,1,86,8580,1,1,0.999866,-1,1.06342,0.169179
8347,1,72,7190,0,0,0.999985,0.584996,-1,-1
8348,1,6,599,1,1,0.999935,-1,1.06459,0.222263
8349,1,87,8698,1,1,0.939879,-1,1.02888,0.247793
8350,1,7,645,1,1,1,-1,1.05027,0.195103
8351,1,29,2859,1,1,1,-1,1.12804,0.225535
8352,1,80,7972,1,1,0.960047,-1,1.0152,0.225794
8353,1,57,5644,1,1,0.999986,-1,1.03571,0.181531
8354,1,49,4834,1,1,0.999976,-1,1.04522,0.255083
8355,1,32,3173,1,1,0.999997,-1,1.11438,0.224726
8356,1,87,8649,0,0,1,0.513659,-1,-1
8357,1,27,2667,1,1,0.99923,-1,1.08503,0.347519
8358,1,98,9776,1,1,1,-1,1.09593,0.301189
8359,1,53,5270,0,0,0.999999,0.549064,-1,-1
8360,1,29,2861,0,0,1,0.599592,-1,-1
8361,1,5,477,1,1,0.972846,-1,1.13117,0.318128
8362,1,46,4520,1,1,0.995451,-1,0.988754,0.191419
8363,1,66,6541,1,1,0.999935,-1,1.01519,0.339658
8364,1,55,5404,0,0,0.990478,0.578514,-1,-1
8365,1,33,3269,1,1,0.999992,-1,1.08541,0.211277
8366,1,69,6846,0,0,0.995703,0.605537,-1,-1
8367,1,40,3961,0,0,1,0.53519,-1,-1
8368,1,77,7604,0,0,0.999841,0.59317,-1,-1
8369,1,3,246,1,1,1,-1,1.1102,0.289133
8370,1,81,8075,1,1,0.999992,-1,1.07853,0.277077
8371,1,36,3529,0,0,1,0.576231,-1,-1
8372,1,84,8390,0,0,1,0.530597,-1,-1
8373,1,17,1603,0,0,1,0.538562,-1,-1
8374,1,97,9658,1,1,0.999776,-1,1.04202,0.22809
8375,1,86,8585,1,1,0.999513,-1,1.10035,0.2922
8376,1,11,1062,1,1,0.994247,-1,1.05632,0.34785
8377,1,44,4314,1,1,0.998673,-1,1.05037,0.234741
8378,1,34,3312,1,1,0.994089,-1,1.02731,0.178951
8379,1,36,3515,0,0,1,0.574921,-1,-1
8380,1,99,9853,1,1,0.989834,-1,0.996734,0.280997
8381,1,29,2809,0,0,0.999742,0.542546,-1,-1
8382,1,66,6532,0,0,0.5,0.586651,-1,-1
8383,1,30,2969,1,1,0.999926,-1,1.03997,0.17068
8384,1,9,807,0,0,1,0.531144,-1,-1
8385,1,51,5020,0,0,0.998652,0.639992,-1,-1
8386,1,1,76,1,1,0.999995,-1,1.0548,0.349256
8387,1,28,2756,1,1,0.999858,-1,0.99129,0.310407
8388,1,21,2014,1,0,0.5,-1,1.13539,0.325332
8389,1,98,9784,0,0,1,0.64076,-1,-1
8390,1,30,2997,1,1,0.999969,-1,1.04262,0.342149
8391,1,7,660,1,1,0.9975,-1,1.02241,0.334848
8392,1,64,6337,0,0,0.999718,0.520646,-1,-1
8393,1,65,6410,0,0,1,0.519457,-1,-1
8394,1,40,3965,0,0,0.999804,0.597874,-1,-1
8395,1,23,2242,0,0,1,0.620217,-1,-1
8396,1,39,3868,1,1,0.999977,-1,0.997908,0.180026
8397,1,15,1411,0,0,1,0.597756,-1,-1
8398,1,87,8695,0,0,1,0.561978,-1,-1
8399,1,7,635,0,0,1,0.566553,-1,-1
8400,1,40,3921,1,1,0.999988,-1,1.05891,0.265531
8401,1,95,9469,0,0,0.905906,0.609685,-1,-1
8402,1,75,7424,0,0,1,0.621295,-1,-1
8403,1,64,6375,1,1,0.999889,-1,1.01587,0.167086
8404,1,76,7546,0,0,0.504251,0.617058,-1,-1
8405,1,7,664,0,0,1,0.566504,-1,-1
8406,1,93,9211,1,1,0.999244,-1,1.05588,0.31165
8407,1,70,6980,0,0,1,0.623278,-1,-1
8408,1,35,3419,1,1,0.999995,-1,1.01968,0.181565
8409,1,38,3792,1,1,0.999987,-1,1.02731,0.305342
8410,1,16,1582,1,1,0.996295,-1,1.10541,0.3262
8411,1,98,9730,1,1,0.794701,-1,1.07946,0.252415
8412,1,69,6880,1,1,0.848176,-1,1.12505,0.332275
8413,1,95,9453,0,0,0.999998,0.638535,-1,-1
8414,1,23,2211,0,0,0.796829,0.559292,-1,-1
8415,1,94,9346,1,1,1,-1,1.13549,0.21267
8416,1,87,8665,1,1,0.999987,-1,1.00573,0.226815
8417,1,73,7218,0,0,0.962655,0.578694,-1,-1
8418,1,72,7153,0,0,1,0.637199,-1,-1
8419,1,44,4351,1,1,0.999861,-1,1.05646,0.18407
8420,1,95,9476,1,1,0.999846,-1,1.02611,0.245414
8421,1,98,9740,1,1,0.999989,-1,1.02003,0.171936
8422,1,17,1653,0,0,0.999974,0.610336,-1,-1
8423,1,12,1176,1,1,0.931695,-1,0.988301,0.264797
8424,1,16,1595,0,0,1,0.586219,-1,-1
8425,1,65,6447,0,0,1,0.514487,-1,-1
8426,1,33,3212,1,1,0.999806,-1,1.00236,0.354194
8427,1,8,799,0,0,1,0.519624,-1,-1
8428,1,52,5158,0,0,1,0.636577,-1,-1
8429,1,66,6587,0,0,1,0.548166,-1,-1
8430,1,16,1525,0,0,0.999961,0.561013,-1,-1
8431,1,68,6701,0,0,1,0.609275,-1,-1
8432,1,48,4763,0,0,0.999945,0.626834,-1,-1
8433,1,97,9677,1,1,0.999424,-1,1.03014,0.198725
8434,1,85,8410,1,1,0.999975,-1,1.02946,0.307539
8435,1,80,7948,1,1,0.999913,-1,1.03721,0.209064
8436,1,100,9960,1,1,1,-1,1.0874,0.297521
8437,1,11,1076,0,0,1,0.600868,-1,-1
8438,1,28,2764,0,1,0.85066,0.641596,-1,-1
8439,1,62,6160,0,0,0.991217,0.595171,-1,-1
8440,1,63,6289,1,1,1,-1,1.12122,0.343702
8441,1,50,4930,1,1,0.999853,-1,1.08677,0.187244
8442,1,14,1345,1,1,0.999999,-1,1.13145,0.279526
8443,1,53,5292,0,0,1,0.508044,-1,-1
8444,1,50,4990,0,0,1,0.542066,-1,-1
8445,1,69,6805,0,0,1,0.57886,-1,-1
8446,1,86,8583,1,0,0.974876,-1,1.03142,0.226993
8447,1,60,5907,0,0,1,0.506425,-1,-1
8448,1,68,6756,0,0,1,0.5165,-1,-1
8449,1,61,6094,0,0,1,0.539329,-1,-1
8450,1,45,4485,0,0,0.999998,0.542506,-1,-1
8451,1,79,7862,1,1,0.999974,-1,1.09612,0.288045
8452,1,69,6806,0,0,1,0.562129,-1,-1
8453,1,65,6409,0,0,1,0.572309,-1,-1
8454,1,22,2101,0,0,1,0.639866,-1,-1
8455,1,88,8731,0,0,0.997439,0.560163,-1,-1
8456,1,40,3943,0,0,1,0.561025,-1,-1
8457,1,73,7268,0,0,0.999793,0.542292,-1,-1
8458,1,63,6210,0,0,1,0.526725,-1,-1
8459,1,61,6060,1,1,1,-1,1.1277,0.293134
8460,1,10,995,1,1,0.998707,-1,1.13568,0.257341
8461,1,27,2636,1,1,0.999997,-1,1.11388,0.254135
8462,1,94,9376,0,0,0.999937,0.505651,-1,-1
8463,1,100,9924,1,1,1,-1,1.09389,0.318471
8464,1,16,1535,1,1,0.991622,-1,1.00149,0.355015
8465,1,42,4130,1,1,0.99966,-1,1.10196,0.165174
8466,1,13,1276,1,1,0.994822,-1,1.01171,0.288278
8467,1,31,3023,1,1,0.998551,-1,1.0609,0.157314
8468,1,14,1392,1,1,0.999916,-1,1.03303,0.209029
8469,1,18,1754,1,1,0.999999,-1,1.11757,0.325554
8470,1,22,2197,1,1,0.999995,-1,1.0353,0.325773
8471,1,94,9366,0,0,1,0.570201,-1,-1
8472,1,20,1942,1,1,0.997187,-1,1.00843,0.300036
8473,1,70,6907,0,0,0.999936,0.518726,-1,-1
8474,1,85,8403,1,0,0.5,-1,1.11236,0.26013
8475,1,22,2101,1,0,0.5,-1,1.12717,0.353512
8476,1,17,1685,1,1,0.999936,-1,1.09876,0.299944
8477,1,98,9755,0,0,0.999991,0.54636,-1,-1
8478,1,22,2157,0,0,0.5,0.566463,-1,-1
8479,1,81,8086,1,1,0.999989,-1,1.0705,0.303142
8480,1,19,1814,0,0,1,0.575583,-1,-1
8481,1,91,9065,0,0,1,0.548479,-1,-1
8482,1,60,5946,1,1,0.996845,-1,1.12136,0.159199
8483,1,82,8189,0,0,1,0.602993,-1,-1
8484,1,43,4219,0,0,0.99999,0.542201,-1,-1
8485,1,54,5396,0,0,1,0.504698,-1,-1
8486,1,62,6177,1,1,0.999795,-1,1.08504,0.172669
8487,1,43,4230,1,1,0.999999,-1,1.11649,0.271014
8488,1,38,3793,1,1,1,-1,1.11986,0.290503
8489,1,22,2135,0,0,1,0.587355,-1,-1
8490,1,8,791,0,0,0.99868,0.510012,-1,-1
8491,1,80,7909,1,1,0.999988,-1,1.10858,0.189075
8492,1,51,5066,1,1,0.999999,-1,1.13448,0.218734
8493,1,16,1501,1,1,0.999799,-1,1.04581,0.24025
8494,1,58,5701,1,1,0.999999,-1,1.09408,0.341619
8495,1,88,8744,1,1,0.99515,-1,1.00418,0.167694
8496,1,81,8082,1,1,0.999371,-1,1.04118,0.283763
8497,1,84,8375,0,0,0.999414,0.576673,-1,-1
8498,1,11,1082,1,1,0.999518,-1,1.12685,0.274055
8499,1,60,5999,1,1,0.939917,-1,1.00981,0.214628
8500,1,48,4759,0,0,1,0.643481,-1,-1
8501,1,73,7273,0,1,0.532276,0.612999,-1,-1
8502,1,70,6992,0,0,1,0.55809,-1,-1
8503,1,93,9275,1,1,0.998871,-1,1.02631,0.297621
8504,1,9,895,1,1,0.999836,-1,1.06962,0.256478
8505,1,82,8174,0,0,1,0.616537,-1,-1
8506,1,60,5960,1,1,0.978738,-1,1.01213,0.267203
8507,1,84,8325,0,0,1,0.633064,-1,-1
8508,1,61,6042,0,0,0.999843,0.516066,-1,-1
8509,1,56,5559,0,0,0.999978,0.531463,-1,-1
8510,1,48,4788,0,0,1,0.635734,-1,-1
8511,1,58,5767,1,1,0.999988,-1,1.11541,0.312086
8512,1,21,2016,1,1,0.889271,-1,1.03893,0.222975
8513,1,47,4620,0,0,0.999981,0.53625,-1,-1
8514,1,37,3700,1,1,0.999976,-1,1.07167,0.337459
8515,1,9,829,1,1,0.999981,-1,1.13256,0.162455
8516,1,97,9682,1,1,0.99996,-1,0.990004,0.190906
8517,1,40,3970,1,1,0.999974,-1,1.03656,0.196331
8518,1,64,6301,1,1,0.999999,-1,1.06861,0.224449
8519,1,17,1637,0,0,0.99994,0.519861,-1,-1
8520,1,87,8638,0,0,1,0.595327,-1,-1
8521,1,70,6928,1,1,0.996233,-1,1.01079,0.271902
8522,1,10,953,1,1,0.999583,-1,1.05209,0.340633
8523,1,23,2251,1,1,1,-1,1.13381,0.334621
8524,1,28,2758,1,1,0.999798,-1,1.08055,0.205018
8525,1,87,8681,0,0,1,0.5453,-1,-1
8526,1,14,1398,1,1,0.995362,-1,1.07411,0.297691
8527,1,5,436,0,0,1,0.569746,-1,-1
8528,1,93,9214,1,1,0.958993,-1,1.01914,0.25247
8529,1,17,1605,0,0,0.999919,0.592535,-1,-1
8530,1,69,6807,0,0,1,0.59529,-1,-1
8531,1,21,2038,1,1,0.998218,-1,1.09703,0.257075
8532,1,32,3154,1,1,0.998875,-1,1.09728,0.28733
8533,1,27,2654,0,0,0.765486,0.640457,-1,-1
8534,1,86,8503,0,0,1,0.548687,-1,-1
8535,1,47,4612,1,1,0.999994,-1,1.02689,0.303529
8536,1,21,2003,1,1,0.999912,-1,1.11516,0.299314
8537,1,26,2561,0,0,0.5,0.612568,-1,-1
8538,1,35,3468,1,1,0.987295,-1,0.997905,0.156351
8539,1,6,565,1,1,1,-1,1.10476,0.169298
8540,1,9,843,0,0,1,0.510639,-1,-1
8541,1,92,9184,1,1,0.999942,-1,1.0478,0.286462
8542,1,63,6268,1,1,0.992777,-1,1.00642,0.19343
8543,1,45,4456,0,0,0.999978,0.588365,-1,-1
8544,1,99,9821,1,1,0.999158,-1,1.0186,0.309283
8545,1,43,4278,1,1,0.996483,-1,1.02366,0.262113
8546,1,53,5262,1,1,0.999287,-1,1.00649,0.236697
8547,1,14,1377,0,0,0.996334,0.63675,-1,-1
8548,1,48,4752,0,0,0.999998,0.601951,-1,-1
8549,1,55,5500,1,1,0.999843,-1,1.05117,0.239663
8550,1,51,5017,1,1,1,-1,1.12822,0.323659
8551,1,52,5171,0,0,0.537164,0.588538,-1,-1
8552,1,66,6577,0,0,1,0.513391,-1,-1
8553,1,81,8029,0,0,0.999446,0.617407,-1,-1
8554,1,6,570,1,1,0.999994,-1,1.06153,0.167497
8555,1,21,2035,0,0,0.999997,0.544062,-1,-1
8556,1,26,2563,0,0,1,0.567866,-1,-1
8557,1,5,402,1,1,0.971958,-1,1.09135,0.34617
8558,1,56,5563,0,0,0.999995,0.603861,-1,-1
8559,1,1,68,1,1,0.994529,-1,1.11017,0.247953
8560,1,13,1300,1,1,0.995669,-1,1.0167,0.339518
8561,1,33,3210,1,1,0.999999,-1,1.1019,0.308897
8562,1,35,3445,0,0,0.997662,0.530123,-1,-1
8563,1,14,1356,0,0,1,0.566493,-1,-1
8564,1,99,9858,0,0,0.999991,0.536194,-1,-1
8565,1,8,750,0,0,0.999992,0.572265,-1,-1
8566,1,54,5372,0,0,0.999999,0.542836,-1,-1
8567,1,26,2523,1,1,0.999996,-1,1.10237,0.262643
8568,1,89,8813,0,0,0.5,0.62943,-1,-1
8569,1,12,1161,1,1,0.993968,-1,1.03951,0.202077
8570,1,67,6682,0,0,1,0.597126,-1,-1
8571,1,43,4256,1,1,0.997467,-1,1.00602,0.191018
8572,1,56,5589,0,0,1,0.529212,-1,-1
8573,1,34,3340,1,1,0.999998,-1,1.05102,0.311976
8574,1,29,2824,1,1,0.999216,-1,0.992349,0.238114
8575,1,7,644,1,1,0.999212,-1,1.00203,0.308834
8576,1,38,3724,0,0,0.999998,0.612121,-1,-1
8577,1,17,1607,0,0,0.999983,0.582212,-1,-1
8578,1,95,9404,0,0,0.999999,0.571977,-1,-1
8579,1,68,6789,1,1,0.999274,-1,1.02163,0.166906
8580,1,56,5549,0,0,0.996086,0.612592,-1,-1
8581,1,50,4975,1,1,1,-1,1.05456,0.272822
8582,1,34,3370,1,1,0.999998,-1,1.1074,0.219349
8583,1,48,4771,0,0,0.981106,0.642538,-1,-1
8584,1,78,7713,1,1,0.999998,-1,1.05206,0.280745
8585,1,95,9494,0,0,1,0.630263,-1,-1
8586,1,75,7462,1,1,1,-1,1.08026,0.319317
8587,1,22,2189,0,0,0.999972,0.520443,-1,-1
8588,1,87,8685,1,1,0.991607,-1,1.13806,0.347098
8589,1,75,7401,1,1,0.999896,-1,0.991985,0.334013
8590,1,94,9318,1,1,0.999799,-1,1.02189,0.262793
8591,1,67,6628,1,1,1,-1,1.12358,0.299606
8592,1,12,1139,1,1,1,-1,1.06263,0.188064
8593,1,36,3582,0,0,1,0.597424,-1,-1
8594,1,75,7489,0,0,0.999784,0.636101,-1,-1
8595,1,42,4133,0,0,1,0.630287,-1,-1
8596,1,20,1907,0,0,1,0.608659,-1,-1
8597,1,10,930,1,1,0.999858,-1,1.04103,0.258848
8598,1,87,8627,1,1,0.999999,-1,1.10656,0.173633
8599,1,1,12,0,0,1,0.628839,-1,-1
8600,1,7,630,1,1,0.999972,-1,1.07537,0.158716
8601,1,46,4533,1,1,0.999723,-1,1.01653,0.196532
8602,1,39,3802,1,1,0.999969,-1,0.993872,0.343541
8603,1,13,1263,1,1,0.999972,-1,1.0308,0.289296
